a,b,c,d,e,f,g,h,z
440,807,573,3169,1754,887,4877,6937,0
557,937,849,3052,1959,1253,3943,5647,0
702,1131,1259,2900,2225,1671,2701,3946,2
650,1113,1114,2912,2119,1533,3053,4466,2
531,876,701,2517,1455,923,3563,5643,2
503,897,673,2530,1394,823,3628,5798,0
554,900,739,2642,1703,1141,3682,5629,2
644,973,909,2486,1885,1413,3007,4645,2
597,966,857,2692,1880,1281,3435,5170,2
458,789,560,2913,1491,733,4582,6775,0
453,787,561,2717,1387,812,4249,6577,0
397,759,501,2560,1166,689,4089,6727,0
312,675,375,2319,967,528,3974,7216,0
413,781,559,2253,1226,756,3385,6024,0
359,727,465,3867,1599,705,6090,7853,0
378,740,478,3445,1488,651,5503,7563,0
415,779,539,3362,1606,751,5234,7237,0
416,760,497,3617,1773,775,5787,7584,0
406,741,466,3893,1820,787,6279,7862,0
388,715,451,4092,1620,687,6554,8015,0
374,723,474,3893,1507,647,6135,7829,0
351,703,464,3831,1479,619,6020,7839,0
417,817,626,3457,1702,851,5025,6934,0
425,793,577,2966,1479,757,4511,6743,0
397,759,525,3253,1496,735,5080,7221,0
374,739,486,3657,1820,844,5758,7654,0
372,728,477,3346,1624,724,5345,7505,0
400,745,491,3073,1621,744,4958,7245,0
424,766,519,3030,1668,785,4842,7075,0
455,790,577,2975,1677,810,4603,6751,0
443,777,528,3154,1802,845,5050,7132,0
445,772,536,3122,1706,791,4973,7069,0
462,768,522,3033,1503,702,4943,7063,0
513,816,634,3092,1846,1003,4709,6597,0
616,992,930,2767,2125,1503,3346,4969,2
522,840,707,2165,1322,841,2918,5077,0
450,782,614,2386,1243,787,3490,5907,0
355,711,479,3394,1434,664,5356,7526,0
416,770,527,3250,1594,746,5122,7209,0
468,832,629,3003,1661,852,4474,6536,0
446,795,561,3251,1613,775,5067,7057,0
407,770,537,3378,1587,744,5243,7257,0
341,689,438,3599,1480,625,5781,7830,0
349,712,439,3606,1474,627,5812,7829,0
375,734,461,3659,1580,682,5873,7762,0
400,756,476,3681,1673,749,5919,7710,0
423,784,527,3469,1746,833,5465,7362,0
416,766,518,3280,1541,715,5204,7272,0
374,703,455,3587,1562,686,5795,7749,0
388,748,506,3316,1670,763,5226,7352,0
410,758,525,3151,1625,760,4964,7144,0
506,852,687,2625,1551,889,3741,5851,0
609,915,802,2328,1331,810,3034,4875,0
573,875,755,2383,1392,834,3226,5188,0
552,876,770,2404,1479,1010,3171,5148,0
708,1043,949,3596,2427,1650,4734,5824,2
611,815,651,4023,1996,1042,6316,7214,0
740,1057,1154,3414,2254,1513,3821,4947,2
534,782,527,3706,1704,792,6179,7510,0
441,724,486,3583,1591,720,5869,7611,0
396,767,537,3114,1530,696,4820,7058,0
479,853,644,2809,1523,784,4138,6270,0
591,1020,917,2963,1897,1212,3645,5273,2
526,864,694,2835,1664,899,4100,6067,0
394,789,531,3046,1677,782,4736,7031,0
416,802,556,3089,1762,835,4759,6949,0
425,803,549,3111,1685,783,4846,7000,0
485,842,642,3043,1670,866,4528,6516,0
618,970,917,2767,1865,1230,3392,5022,2
689,992,916,2641,1918,1300,3325,4850,2
603,989,903,2706,1954,1366,3314,4996,2
537,836,685,2708,1604,965,3954,5962,0
559,859,732,2384,1527,1114,3282,5302,2
555,860,733,2350,1455,1028,3212,5245,2
474,755,552,1773,937,544,2647,5252,0
440,778,572,2391,1227,735,3631,6139,0
382,733,471,2735,1286,692,4458,7062,0
278,644,348,2368,964,492,4082,7437,0
336,625,411,2105,959,561,3514,6733,0
403,810,689,2263,1254,801,2942,5332,0
390,736,484,3498,1544,677,5591,7569,0
366,734,479,3982,1729,751,6206,7852,0
383,741,487,4161,1757,771,6464,7904,0
376,740,477,4024,1719,755,6304,7880,0
424,774,539,3597,1529,707,5600,7394,0
407,777,552,3407,1369,631,5223,7211,0
460,813,622,2519,864,435,3705,6039,0
445,809,622,2689,1103,527,3950,6243,0
468,839,664,2759,1462,789,3958,6120,0
422,780,559,2675,1306,682,4112,6543,0
442,779,563,3001,1580,809,4665,6841,0
349,715,458,3733,1696,764,5906,7814,0
355,705,427,3812,1623,696,6172,7985,0
387,730,469,3559,1628,718,5735,7671,0
411,739,491,3280,1604,733,5305,7396,0
418,769,544,3098,1721,840,4827,7013,0
426,770,519,3038,1646,779,4860,7082,0
467,760,512,2901,1481,698,4789,7000,0
521,791,563,2856,1517,817,4651,6707,0
615,867,725,2721,1755,1171,4005,5792,0
629,915,824,2674,1950,1421,3585,5289,2
469,754,577,1921,1038,675,2832,5380,0
348,701,499,2261,1054,592,3484,6384,0
372,717,486,3294,1489,688,5231,7429,0
382,744,483,3413,1570,711,5448,7521,0
422,773,503,3286,1585,738,5295,7345,0
413,781,513,3039,1502,711,4850,7111,0
396,777,546,3133,1643,798,4812,7032,0
354,730,470,3377,1617,734,5367,7557,0
329,700,429,3756,1597,686,6000,7950,0
334,688,412,3787,1512,638,6135,8038,0
368,744,503,3466,1538,676,5397,7465,0
422,791,555,3185,1598,761,4925,7032,0
385,722,460,3742,1600,698,6027,7811,0
350,679,412,4053,1596,659,6549,8155,0
364,694,427,4059,1596,665,6537,8096,0
388,731,458,3689,1474,650,5971,7791,0
575,823,669,2665,1480,851,4035,5987,0
725,934,813,2324,1895,1691,3211,4817,2
675,928,783,2426,1895,1367,3405,5120,2
556,879,915,2543,2019,1593,2936,4708,2
737,1110,1104,3064,2410,1701,3460,4702,2
670,1005,880,3702,2119,1267,5055,6159,0
538,792,562,3898,1728,840,6301,7480,0
449,714,468,3769,1603,707,6247,7791,0
439,754,505,3769,1758,779,6042,7637,0
406,792,574,3293,1736,783,4965,7031,0
495,875,681,3040,1689,861,4397,6340,0
688,1143,1095,3181,2310,1538,3574,4878,2
586,970,813,3174,1931,1089,4322,5922,0
457,823,603,3001,1628,799,4545,6654,0
445,844,601,3300,1695,808,4973,6919,0
402,796,545,3224,1646,754,4969,7108,0
393,772,544,2835,1597,742,4355,6780,0
412,798,581,2718,1571,759,4074,6478,0
476,878,750,2806,2075,1209,3742,5782,0
530,943,863,2696,2149,1446,3297,5150,0
527,894,788,2365,1757,1159,3000,5002,0
596,939,858,2256,1604,1252,2702,4489,0
504,897,764,2382,1492,1187,3068,5143,0
532,889,735,2431,1470,934,3299,5357,0
505,875,738,2370,1400,987,3136,5251,0
362,695,425,2841,1182,601,4765,7397,0
349,648,373,2173,866,489,3816,7070,0
392,717,464,1933,856,545,3118,6128,2
271,579,315,2084,831,430,3703,7374,0
417,751,494,3407,1504,668,5499,7467,0
400,764,515,3547,1683,771,5558,7464,0
385,756,496,3857,1708,763,6025,7721,0
380,732,472,3876,1560,663,6141,7829,0
425,776,551,3185,1293,597,4950,7050,0
448,795,577,2869,1184,557,4418,6651,0
429,783,568,3004,1187,564,4616,6820,0
482,844,663,2886,1322,685,4195,6264,0
426,807,609,3010,1456,752,4457,6634,0
358,708,459,3298,1452,682,5310,7557,0
344,711,459,3322,1649,784,5303,7572,0
384,746,504,3163,1684,774,4995,7251,0
381,750,493,3237,1627,734,5143,7357,0
391,738,477,3417,1610,731,5507,7550,0
399,732,476,3343,1503,684,5427,7507,0
430,769,522,3069,1572,749,4907,7093,0
430,778,533,3006,1535,740,4763,6988,0
481,762,514,2905,1422,675,4828,6993,0
669,902,767,2912,1837,1134,4291,5830,2
711,921,814,2639,1774,1352,3743,5285,2
659,863,762,2436,1769,1406,3469,5235,2
481,756,597,1748,1006,768,2455,4908,0
244,572,344,1971,759,347,3333,7028,0
231,612,359,3645,1398,633,5840,8207,0
283,635,363,4014,1551,658,6487,8341,0
390,731,471,3522,1600,725,5682,7641,0
401,772,516,3121,1526,719,4930,7162,0
391,770,546,3050,1496,709,4674,6963,0
336,741,490,3212,1601,733,4992,7353,0
343,714,441,3546,1675,739,5700,7788,0
345,699,444,3414,1445,626,5504,7698,0
373,752,535,3174,1327,606,4856,7115,0
383,771,563,3275,1433,665,4920,7066,0
361,696,442,3868,1606,678,6201,7949,0
362,670,401,4244,1710,695,6895,8273,0
372,675,409,4289,1684,684,6952,8259,0
469,776,552,3241,1388,625,5157,7089,0
578,812,650,2314,1216,817,3502,5614,0
666,908,832,2430,1598,1285,3215,4899,2
703,998,964,2765,2374,1612,3391,4830,2
795,1071,1130,2904,2526,1929,3232,4398,2
714,1074,1048,2323,1597,1157,2405,3782,2
585,874,694,2804,1296,692,4193,6032,0
451,739,481,3929,1515,684,6417,7819,0
403,692,431,3867,1526,643,6396,7994,0
402,757,483,3859,1694,725,6142,7775,0
415,822,576,3335,1691,764,5043,7054,0
504,897,722,2908,1777,989,4060,6022,0
737,1103,1070,2920,2279,1594,3348,4637,2
646,1009,910,2916,1979,1243,3706,5243,2
502,854,680,2864,1670,882,4143,6163,0
470,839,621,2845,1459,740,4262,6417,0
386,781,545,2674,1306,645,4079,6614,0
372,745,513,2740,1482,702,4273,6846,0
416,768,538,2583,1330,640,4028,6552,0
468,804,629,2295,1336,740,3316,5698,0
481,815,682,2391,1527,1049,3318,5561,0
375,698,521,1781,879,579,2604,5474,0
416,750,565,1708,1056,678,2386,5029,0
488,847,710,2255,1423,990,3005,5211,0
431,764,583,2300,1288,776,3416,5956,0
435,720,509,2088,945,521,3323,6080,0
368,664,397,2044,876,436,3529,6747,0
387,742,684,2146,1174,820,2738,5166,0
471,785,619,2434,1341,917,3597,5945,0
313,645,413,2255,910,507,3718,6904,0
444,785,550,3517,1761,818,5500,7295,0
416,783,540,3386,1664,769,5268,7249,0
402,769,520,3433,1591,727,5379,7369,0
386,764,508,3335,1475,670,5240,7356,0
380,748,500,3378,1454,639,5319,7421,0
360,707,438,4064,1546,631,6479,8054,0
368,700,433,4438,1623,666,7014,8222,0
465,812,610,3684,1688,820,5546,7159,0
394,773,544,3406,1547,737,5217,7246,0
324,688,428,3874,1614,720,6148,8010,0
399,779,577,3459,1505,728,5173,7141,0
467,888,712,2716,1227,625,3715,5846,0
454,823,627,2638,1401,710,3869,6159,0
450,791,579,2544,1578,799,3886,6292,0
441,782,554,2794,1466,760,4371,6691,0
445,786,586,2939,1624,884,4484,6675,0
394,741,488,3337,1617,753,5351,7448,0
594,825,672,3082,1700,944,4759,6420,0
815,1085,1052,3021,2109,1471,3723,4834,2
796,961,847,2805,1981,1455,4108,5361,2
713,927,846,2281,1813,1511,2987,4589,2
500,752,599,1690,1108,903,2365,4766,0
265,556,347,1441,635,400,2371,6119,0
352,761,594,3094,1590,1029,4459,6779,2
334,705,465,3723,1587,739,5815,7779,0
392,759,507,3332,1559,728,5257,7359,0
400,774,531,3127,1544,731,4875,7097,0
371,756,529,3042,1468,684,4677,7037,0
346,729,477,2876,1303,613,4563,7155,0
366,745,497,2813,1237,597,4437,6997,0
362,740,493,2803,1203,579,4427,7008,0
349,718,464,3137,1286,591,5023,7423,0
335,676,404,4112,1596,672,6610,8211,0
348,670,402,4295,1700,703,6904,8288,0
373,685,430,4204,1700,702,6746,8144,0
384,687,432,4128,1706,699,6676,8105,0
494,781,589,3585,1641,821,5584,7178,0
638,948,907,2650,1829,1241,3275,4900,2
627,951,954,2805,2053,1364,3347,4924,0
621,908,865,2587,1881,1298,3281,4988,0
631,963,833,2704,1772,1227,3607,5290,0
557,934,746,2985,1616,985,4214,6001,0
516,860,691,2818,1473,834,4061,6062,0
402,737,502,3866,1565,712,6067,7701,0
336,660,403,3893,1476,606,6327,8124,0
355,701,452,3685,1588,667,5885,7815,0
411,788,570,3194,1625,739,4848,6971,0
535,898,742,2705,1671,952,3734,5695,0
719,1039,993,2724,2093,1489,3256,4657,2
698,1025,958,2763,2008,1380,3399,4851,2
519,819,635,2638,1486,799,3988,6120,0
391,731,515,2054,945,508,3151,5991,0
276,672,404,2059,959,496,3333,6719,0
300,710,456,3039,1449,693,4774,7391,0
305,688,413,3344,1358,611,5414,7801,0
336,686,443,2956,1174,568,4798,7393,0
343,706,521,2478,1298,795,3754,6526,0
292,681,504,2200,1191,776,3253,6272,0
197,538,293,1235,516,332,2045,6165,0
314,693,431,2128,1005,527,3433,6631,0
505,936,747,3267,1962,1132,4512,6278,0
550,911,785,2523,1618,1023,3315,5254,0
475,763,594,1888,948,611,2721,5214,0
460,768,607,1897,1013,680,2668,5152,0
425,779,557,2061,1153,772,3078,5745,0
465,816,641,2421,1507,1024,3482,5813,0
590,942,801,3287,2006,1243,4547,6081,0
477,832,616,3436,1831,897,5201,6960,0
425,773,518,3530,1585,709,5598,7441,0
420,788,529,3426,1556,705,5385,7325,0
381,752,486,3679,1630,707,5811,7666,0
377,736,469,3915,1638,695,6197,7860,0
404,732,484,4121,1686,712,6497,7898,0
495,866,668,3573,1767,927,5237,6850,0
433,801,586,3509,1654,833,5304,7138,0
366,748,501,3835,1740,816,5913,7689,0
313,672,401,3971,1591,705,6362,8166,0
375,712,455,3674,1483,654,5921,7796,0
463,840,622,2889,1416,704,4310,6457,0
497,856,633,2623,1554,818,3919,6112,0
511,841,821,2713,1777,1218,3426,5354,0
584,942,878,2977,1984,1360,3785,5445,2
379,728,461,3465,1630,753,5609,7652,0
493,776,590,3044,1595,831,4761,6753,0
628,848,722,2545,1479,874,3746,5580,0
674,855,702,2637,1510,931,4102,5795,0
637,861,743,2392,1848,1469,3415,5260,2
620,875,789,1972,1441,1130,2453,4285,0
393,724,553,1879,946,639,2706,5452,0
478,943,796,3020,1919,1340,3912,5828,2
436,801,587,3295,1657,845,4997,6976,0
410,748,493,3734,1600,718,5950,7667,0
413,781,536,3404,1596,744,5302,7279,0
398,769,527,3350,1591,736,5217,7281,0
372,745,472,3234,1430,659,5201,7453,0
396,751,504,2918,1277,613,4652,7054,0
379,737,499,2744,1183,587,4352,6923,0
405,765,531,2528,1101,511,3938,6528,0
380,715,462,3696,1445,615,5937,7778,0
346,668,398,4468,1743,689,7135,8364,0
371,695,437,4248,1713,698,6763,8134,0
384,676,417,4165,1603,651,6796,8180,0
457,725,516,3713,1586,764,5973,7560,0
624,879,845,2613,1735,1288,3399,5113,2
599,893,762,2861,1708,998,4055,5794,0
495,803,607,2556,1299,683,3903,6162,0
420,748,541,2863,1423,669,4480,6821,0
455,753,546,3220,1634,830,5109,7100,0
588,986,919,3290,2166,1428,4118,5633,2
457,749,533,3815,1659,754,6040,7548,0
379,699,445,3736,1548,660,6066,7871,0
385,713,470,3484,1591,696,5616,7623,0
424,780,560,3164,1661,781,4879,6992,0
519,849,678,2772,1574,822,4043,6070,0
665,951,889,2793,1967,1304,3623,5171,2
698,1002,928,2950,2080,1410,3806,5214,2
514,909,727,3120,1867,1114,4390,6220,0
410,812,652,2746,1760,1097,3854,6162,2
280,661,407,3112,1625,794,5026,7687,0
299,691,412,3510,1623,734,5637,7899,0
321,703,412,3809,1562,673,6121,8048,0
369,731,478,3299,1476,688,5263,7469,0
335,696,440,3091,1560,748,5014,7508,0
337,715,502,2897,1673,932,4474,7046,0
387,822,720,2287,1531,1093,2859,5211,0
482,878,753,2098,1575,1044,2586,4718,0
485,846,673,2275,1402,891,3160,5434,0
613,964,865,2798,1972,1290,3609,5277,2
654,1011,953,2792,2131,1490,3379,4911,2
585,920,769,2382,1551,1025,3198,5119,2
542,794,570,1607,790,478,2365,4763,0
606,910,735,1527,1025,763,1738,3501,0
622,976,896,2905,1994,1343,3689,5285,0
566,895,749,2872,1683,972,4045,5863,0
481,831,619,3314,1698,822,5020,6852,0
447,813,563,3586,1731,803,5552,7286,0
406,771,505,3616,1657,733,5718,7549,0
417,768,503,3524,1658,725,5630,7502,0
475,842,624,3320,1759,861,4992,6836,0
463,812,583,3549,1664,798,5462,7178,0
407,770,532,3739,1705,809,5777,7509,0
415,773,560,3759,1757,860,5710,7407,0
394,795,577,3359,1626,831,5016,7068,0
417,770,535,3486,1603,767,5437,7339,0
469,814,556,3227,1553,732,5119,7061,0
577,902,760,2911,1737,1019,4091,5859,0
662,1040,1277,2797,2247,1722,2453,3731,2
573,924,853,2914,1822,1161,3752,5471,2
394,777,530,3073,1546,760,4781,7058,0
440,765,527,3053,1469,704,4890,7056,0
508,798,586,2888,1494,742,4570,6626,0
560,790,579,2613,1464,782,4278,6372,0
617,865,693,2523,2189,1580,3796,5690,2
645,958,851,2505,2092,1553,3237,4928,2
482,767,602,2027,1197,801,2963,5420,2
560,876,760,2678,1779,1224,3678,5579,2
472,809,587,3553,1877,966,5478,7164,0
470,801,554,3965,1924,894,6196,7548,0
501,841,658,3546,2004,1029,5256,6870,0
428,788,552,3347,1670,803,5196,7169,0
407,772,514,3188,1461,685,5057,7223,0
411,763,504,3121,1435,688,5009,7219,0
399,745,502,2999,1322,634,4795,7132,0
366,719,468,3519,1403,613,5616,7652,0
343,669,404,4389,1697,685,6996,8314,0
352,680,415,4485,1786,715,7098,8306,0
372,723,461,4089,1812,744,6449,7974,0
385,676,420,4256,1603,645,6905,8204,0
452,727,494,3638,1542,712,5949,7609,0
649,937,946,2965,1970,1473,3665,5162,2
604,947,923,2840,1870,1175,3461,5094,2
453,783,585,2866,1429,678,4394,6610,0
380,717,471,3304,1540,655,5333,7505,0
515,809,742,3290,1913,1181,4590,6319,0
745,1102,1272,3229,2525,1891,3203,4348,2
553,887,714,2982,1816,952,4322,6136,0
435,757,534,3272,1670,778,5180,7194,0
385,719,480,3417,1564,687,5476,7537,0
392,733,485,3328,1600,715,5345,7456,0
474,822,623,2977,1543,820,4472,6539,0
604,972,866,2803,1894,1219,3595,5279,0
628,966,958,3061,2171,1411,3729,5233,2
566,940,898,2892,2083,1333,3552,5261,0
573,905,841,2933,2072,1335,3823,5543,2
336,718,486,3288,1750,853,5119,7424,0
345,725,434,3544,1725,778,5734,7818,0
407,788,545,3299,1707,822,5094,7164,0
464,818,582,2813,1362,678,4349,6571,0
407,774,510,3188,1707,829,5074,7242,0
391,748,501,3187,1830,895,5064,7283,0
476,872,722,3163,2128,1380,4382,6283,0
563,919,823,3106,2272,1372,4129,5811,2
561,909,794,2849,1875,1246,3832,5641,0
733,1074,1017,3009,2339,1640,3658,4948,2
725,982,926,2872,2082,1598,3745,5124,2
807,1091,1067,2774,2312,1741,3252,4444,2
801,1075,989,2641,2010,1371,3286,4551,0
671,912,748,1812,981,647,2361,4156,0
589,904,788,2988,1856,1145,4136,5826,0
625,932,836,3026,2010,1299,4100,5671,0
569,928,796,3190,1999,1193,4369,6006,2
475,820,603,3630,1806,849,5530,7151,0
421,779,544,3695,1764,797,5708,7433,0
430,791,548,3438,1717,804,5351,7250,0
479,833,613,3320,1696,838,5048,6883,0
438,795,559,3790,1701,807,5828,7429,0
392,717,462,3930,1685,743,6300,7896,0
352,701,442,3837,1539,651,6129,7934,0
365,708,473,3647,1489,659,5772,7704,0
458,802,597,3432,1676,828,5219,7036,0
519,852,637,3183,1734,879,4854,6665,0
626,940,862,2973,1971,1225,3924,5505,0
669,1011,1111,2914,2308,1654,3095,4480,2
531,886,834,2941,1910,1182,3773,5581,0
389,738,524,2621,1363,674,4081,6668,0
459,779,590,2761,1526,829,4221,6479,2
461,800,593,3013,1662,848,4614,6711,0
535,850,629,2748,1813,1050,4235,6275,0
574,868,656,2602,2296,1487,3977,5973,0
514,828,657,2929,2031,1251,4364,6336,0
504,796,620,2835,1645,979,4335,6411,0
510,830,633,3095,1783,988,4710,6604,0
493,821,567,3574,1922,925,5661,7262,0
534,871,648,3665,2197,1110,5567,6995,0
547,885,719,3437,2212,1180,4979,6540,0
499,850,662,3264,1928,1002,4821,6628,0
435,808,565,3210,1636,792,4958,7007,0
443,800,543,3069,1438,695,4856,6993,0
421,775,530,3177,1455,686,5013,7141,0
364,702,440,3983,1677,700,6376,8010,0
344,661,402,4425,1784,716,7054,8334,0
348,650,409,4150,1705,695,6683,8206,0
352,661,412,4017,1629,660,6508,8140,0
388,681,426,4131,1594,641,6723,8130,0
482,746,527,3399,1500,754,5546,7315,0
667,933,884,2851,1949,1383,3739,5266,2
614,930,917,2629,1779,1215,3164,4828,2
443,764,601,2775,1407,675,4162,6440,0
366,710,480,3178,1539,660,5066,7376,0
433,762,657,3067,1776,1047,4378,6472,0
673,1003,1008,3277,2280,1571,3973,5295,2
568,934,782,3300,1919,1109,4584,6169,0
453,773,544,3440,1698,799,5441,7269,0
392,733,479,3672,1610,705,5867,7692,0
381,711,466,3615,1614,709,5808,7716,0
499,846,676,2922,1564,878,4242,6242,0
544,854,685,2722,1426,766,3993,5979,0
515,862,719,3019,1744,928,4269,6153,0
559,898,710,2838,1448,776,4122,5998,0
466,822,590,2936,1478,728,4518,6653,0
385,754,483,3227,1573,728,5182,7396,0
405,770,507,3260,1660,780,5189,7308,0
459,814,607,3098,1799,921,4683,6723,0
491,836,628,2769,1712,905,4164,6303,0
501,843,651,2842,1785,946,4217,6273,0
459,803,563,3396,1704,814,5313,7156,0
461,813,577,3452,1707,878,5341,7136,0
504,849,655,3055,1685,875,4544,6469,0
567,898,792,2653,1689,1061,3537,5402,0
807,1126,1055,2854,2300,1634,3425,4602,2
699,960,869,2732,1751,1324,3666,5174,0
803,976,877,2424,2017,1602,3316,4686,0
914,1079,1010,2695,2175,1718,3540,4548,0
829,1080,975,2777,1940,1333,3630,4803,0
641,946,934,2902,1952,1389,3592,5130,0
638,902,785,2754,1835,1171,3882,5564,0
710,1077,1073,2840,2196,1629,3166,4516,2
474,807,609,3958,1785,887,5956,7333,0
371,719,465,4497,1711,712,6950,8126,0
456,787,581,3684,1720,798,5642,7275,0
503,877,699,3255,1767,928,4672,6464,0
464,777,556,3752,1742,793,5872,7419,0
424,778,559,3655,1798,823,5597,7347,0
393,746,497,3772,1590,687,5930,7672,0
396,786,541,3167,1438,641,4884,7082,0
420,772,511,3348,1618,721,5347,7352,0
480,800,568,3295,1783,861,5203,7059,0
565,872,707,3068,1932,1078,4515,6254,0
602,929,843,3273,2181,1328,4397,5904,0
519,889,767,2573,1604,997,3399,5407,0
396,741,554,2154,1028,550,3198,5908,0
401,738,549,2217,1258,735,3335,6030,0
402,748,512,3078,1626,783,4884,7148,0
459,763,513,3372,1825,870,5495,7359,0
486,798,581,3089,1777,943,4849,6834,0
460,767,551,3043,1652,840,4830,6934,0
452,770,538,3067,1675,847,4899,7015,0
454,785,524,3309,1703,815,5336,7266,0
449,775,501,3451,1667,754,5634,7465,0
464,783,516,3430,1706,774,5584,7385,0
475,803,567,3490,1843,869,5482,7205,0
476,828,614,3198,1769,895,4853,6779,0
450,797,553,3045,1498,737,4797,6926,0
447,808,588,3067,1590,804,4680,6782,0
450,811,606,3022,1660,827,4547,6659,0
409,764,538,3638,1756,810,5617,7423,0
360,678,423,4235,1793,755,6772,8184,0
341,646,397,4095,1691,695,6642,8232,0
330,648,390,4237,1664,679,6820,8314,0
392,690,437,4091,1639,682,6633,8070,0
519,802,626,3162,1621,926,4867,6695,0
696,978,912,2533,2083,1567,3170,4705,2
648,982,888,2814,1988,1402,3625,5203,2
498,735,507,3077,1537,685,5188,7171,0
575,814,639,3238,1891,1026,5092,6704,0
671,992,915,2987,2085,1469,3853,5310,0
685,1007,891,2970,1933,1304,3944,5385,2
617,912,749,2976,1690,998,4335,5979,0
530,847,677,3585,1825,1049,5317,6823,2
355,716,458,3926,1681,776,6188,7911,0
264,641,377,3729,1568,715,5981,8164,0
455,787,603,3060,1569,868,4630,6708,0
519,869,696,2660,1422,863,3793,5852,0
464,780,525,3041,1387,658,4948,7056,0
485,819,579,2843,1264,621,4464,6616,0
476,799,574,2705,1262,602,4235,6499,0
421,770,525,2820,1394,665,4478,6861,0
441,788,558,2874,1623,793,4483,6748,0
470,818,615,2814,1817,940,4236,6413,0
503,849,650,2548,1851,966,3743,5935,0
464,817,600,3085,1860,918,4705,6744,0
411,753,470,4056,1822,798,6499,7923,0
411,748,465,3619,1596,708,5917,7723,0
498,824,597,2805,1408,693,4363,6490,0
567,920,787,2789,1793,1084,3775,5598,0
645,958,872,2800,1986,1298,3653,5251,0
618,877,703,2807,1668,972,4245,5994,0
714,896,746,2718,1828,1256,4164,5693,0
840,1020,974,2494,2090,1721,3157,4383,0
826,1105,1087,2598,2150,1751,2923,4100,0
724,1047,1036,2836,2150,1554,3303,4649,0
689,1043,980,2844,2148,1564,3437,4874,0
746,1141,1144,3098,2483,1855,3400,4606,2
664,947,853,3735,2051,1153,5194,6282,2
372,714,462,4422,1669,704,6873,8108,0
432,785,571,3846,1643,780,5835,7415,0
531,875,679,3088,1579,815,4570,6395,0
492,828,633,3017,1758,879,4541,6532,0
480,839,670,2681,1753,871,3837,6001,0
493,875,717,2778,1602,764,3850,5897,0
416,836,569,3574,1802,806,5417,7253,0
415,765,506,3275,1657,734,5245,7323,0
457,766,520,3310,1653,750,5364,7285,0
589,907,770,2836,1815,1086,3961,5729,0
627,943,836,2828,1893,1151,3790,5437,2
454,801,648,2714,1821,1127,3914,6145,0
385,766,556,2997,1740,894,4539,6870,0
473,783,628,2626,1547,976,3888,6140,2
431,753,521,3243,1758,832,5180,7232,0
437,757,522,3365,1728,802,5377,7314,0
440,761,520,3275,1664,774,5260,7260,0
440,757,515,2973,1649,794,4815,7047,0
431,753,513,2985,1670,789,4817,7067,0
438,757,536,2802,1748,874,4449,6788,0
434,754,497,3269,1702,781,5332,7361,0
422,757,494,3367,1657,738,5455,7441,0
432,786,540,3397,1688,782,5331,7257,0
469,816,600,2935,1518,750,4484,6605,0
426,782,534,2854,1343,663,4509,6848,0
433,788,542,2977,1480,719,4689,6920,0
483,854,670,2588,1636,861,3693,5887,0
482,853,683,2690,1718,902,3809,5950,0
477,828,638,3030,1510,747,4503,6521,0
412,775,568,3297,1507,731,5011,7061,0
377,708,476,3672,1618,729,5832,7705,0
463,769,581,3335,1749,888,5158,7033,0
585,876,773,2789,1895,1156,3865,5660,0
652,883,801,2698,1937,1372,3760,5422,2
698,993,921,3000,2140,1565,3911,5302,2
607,806,614,3293,1875,967,5391,6857,0
729,927,794,2829,1907,1333,4196,5617,2
759,1019,918,2844,2007,1426,3803,5120,2
701,966,859,2375,1567,1066,3088,4688,0
666,986,879,2540,1777,1231,3239,4858,2
533,924,780,2904,1841,1181,3908,5765,0
452,774,577,2318,1226,663,3513,6014,0
403,799,631,2238,1279,835,3090,5601,0
463,853,716,2660,1710,1130,3604,5758,0
560,969,820,3078,2010,1369,4091,5793,2
510,820,606,2943,1490,772,4581,6585,0
502,843,649,2305,957,505,3330,5606,0
494,822,627,2234,1020,531,3269,5617,0
447,784,573,2632,1395,674,4048,6424,0
433,792,562,2912,1842,912,4507,6765,0
463,820,587,2769,1870,952,4256,6502,0
493,846,620,2787,1893,963,4229,6360,0
459,810,585,3110,1881,934,4790,6834,0
400,753,483,3591,1718,768,5760,7629,0
368,739,478,3372,1614,748,5367,7517,0
484,869,722,2990,1901,1073,4141,6110,0
596,944,842,2434,1768,1116,3058,4860,0
615,944,859,2653,1933,1354,3399,5108,0
626,904,775,2985,1993,1276,4270,5878,0
659,907,763,2746,1911,1352,4004,5651,0
820,1028,950,2799,2153,1585,3743,4932,0
765,1156,1112,2524,1837,1351,2623,3883,0
726,986,938,2587,1962,1463,3228,4678,0
711,993,941,2815,2032,1444,3569,4989,0
591,950,853,2932,1860,1238,3817,5493,0
569,926,789,3177,1743,994,4376,6021,0
397,732,494,4070,1652,717,6360,7835,0
494,829,637,3444,1588,792,5175,6878,0
500,822,624,2994,1458,722,4562,6551,0
498,831,657,2624,1681,871,3833,5995,0
472,837,646,2635,1682,841,3834,6062,0
458,818,599,2958,1498,713,4496,6632,0
406,786,534,3461,1611,730,5373,7327,0
409,757,497,3599,1713,759,5739,7573,0
441,750,487,3276,1499,654,5409,7412,0
542,851,785,2974,1736,1011,4018,5823,0
681,1002,1104,2913,2153,1506,3134,4503,2
544,901,822,2862,2029,1309,3719,5537,0
394,747,540,2439,1267,688,3731,6375,0
471,819,606,2842,1612,918,4318,6485,0
